#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,,,confidence,Precision,Recall
frame20.jpg,0,,0.0760388374,0.0760903358,1.792555809,1.7936849594,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame21.jpg,0,,0.0746164322,0.0746693611,1.8671722412,1.8683543205,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame22.jpg,0,,0.0703902245,0.0704379082,1.9375624657,1.9387922287,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame23.jpg,0,,0.0717368126,0.0717923641,2.0092992783,2.0105845928,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame24.jpg,0,,0.074252367,0.0743055344,2.0835516453,2.0848901272,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame25.jpg,0,,0.0697197914,0.0697758198,2.1532714367,2.154665947,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame26.jpg,0,,0.073212862,0.0732665062,2.2264842987,2.2279324532,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame27.jpg,0,,0.0672752857,0.067330122,2.2937595844,2.2952625751,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame28.jpg,0,,0.071441412,0.0714895725,2.3652009964,2.3667521477,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame29.jpg,0,,0.069858551,0.0699100494,2.4350595474,2.4366621971,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame30.jpg,0,,0.0810537338,0.0811040401,2.5161132813,2.5177662373,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame31.jpg,0,,0.073230505,0.0732812881,2.5893437862,2.5910475254,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame32.jpg,0,,0.0757210255,0.0757727623,2.6650648117,2.6668202877,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame33.jpg,0,,0.0895855427,0.0896444321,2.7546503544,2.7564647198,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame34.jpg,0,,0.0958783627,0.095941782,2.850528717,2.8524065018,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame35.jpg,0,,0.11682868,0.1168866158,2.9673573971,2.9692931175,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame36.jpg,0,,0.0990998745,0.0991618633,3.0664572716,3.0684549809,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame37.jpg,0,,0.0983006954,0.0983514786,3.164757967,3.1668064594,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame38.jpg,0,,0.0995447636,0.0996103287,3.2643027306,3.2664167881,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame39.jpg,0,,0.0975351334,0.0976045132,3.3618378639,3.3640213013,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame40.jpg,0,,0.1047177315,0.1047766209,3.4665555954,3.4687979221,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame41.jpg,0,,0.1081953049,0.1082537174,3.5747509003,3.5770516396,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame42.jpg,0,,0.1064007282,0.1064789295,3.6811516285,3.6835305691,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame43.jpg,0,,0.0960509777,0.0961074829,3.7772026062,3.779638052,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame44.jpg,0,,0.0788743496,0.0789234638,3.8560769558,3.8585615158,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame45.jpg,0,,0.079151392,0.0792038441,3.9352283478,3.9377653599,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame46.jpg,0,,0.0706727505,0.0707266331,4.0059010983,4.008491993,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame47.jpg,0,,0.0734651089,0.0735166073,4.0793662071,4.0820086002,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame48.jpg,0,,0.090170145,0.0902183056,4.1695363522,4.1722269058,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame49.jpg,0,,0.0721590519,0.0722100735,4.2416954041,4.2444369793,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame50.jpg,0,,0.0723679066,0.0724203587,4.3140633106,4.316857338,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame51.jpg,0,,0.0702497959,0.0703258514,4.3843131065,4.3871831894,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame52.jpg,0,,0.0823132992,0.0823700428,4.4666264057,4.4695532322,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame53.jpg,0,,0.0729966164,0.0730493069,4.5396230221,4.5426025391,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame54.jpg,0,,0.0716896057,0.0717384815,4.6113126278,4.6143410206,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame55.jpg,0,,0.0715856552,0.0716340542,4.682898283,4.6859750748,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame56.jpg,0,,0.0697157383,0.0697677135,4.7526140213,4.7557427883,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame57.jpg,0,,0.0715301037,0.0715873241,4.824144125,4.8273301125,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame58.jpg,0,,0.0726132393,0.0726664066,4.8967573643,4.8999965191,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame59.jpg,0,,0.0707576275,0.0708138943,4.9675149918,4.9708104134,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame60.jpg,0,,0.0730359554,0.0730886459,5.0405509472,5.0438990593,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame61.jpg,0,,0.0715453625,0.0715982914,5.1120963097,5.1154973507,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame62.jpg,0,,0.0708637238,0.0709118843,5.1829600334,5.186409235,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame63.jpg,0,,0.0707538128,0.0708024502,5.2537138462,5.2572116852,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame64.jpg,0,,0.0759863853,0.07604146,5.3297002316,5.3332531452,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame65.jpg,0,,0.0802164078,0.0802714825,5.4099166393,5.4135246277,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame66.jpg,0,,0.0763401985,0.076406002,5.4862568378,5.4899306297,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame67.jpg,0,,0.0719637871,0.0720155239,5.5582206249,5.5619461536,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame68.jpg,0,,0.0793509483,0.0794091225,5.6375715733,5.6413552761,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame69.jpg,0,,0.0849373341,0.0849936008,5.7225089073,5.726348877,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame70.jpg,0,,0.0849337578,0.0849878788,5.8074426651,5.8113367558,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame71.jpg,0,,0.0845861435,0.0846436024,5.8920288086,5.8959803581,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame72.jpg,0,,0.0898079872,0.0898633003,5.9818367958,5.9858436584,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame73.jpg,0,,0.0880594254,0.0881164074,6.0698962212,6.0739600658,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame74.jpg,0,,0.0909368992,0.0909938812,6.1608331203,6.1649539471,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame75.jpg,0,,0.0811874866,0.0812456608,6.242020607,6.2461996078,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame76.jpg,0,,0.1000804901,0.1001384258,6.3421010971,6.3463380337,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame77.jpg,0,,0.1266579628,0.1267168522,6.4687590599,6.4730548859,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame78.jpg,0,,0.0947198868,0.0947751999,6.5634789467,6.5678300858,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame79.jpg,0,,0.0848238468,0.0848796368,6.6483027935,6.6527097225,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame80.jpg,0,,0.0812077522,0.0812628269,6.7295105457,6.7339725494,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame81.jpg,0,,0.0839853287,0.0840389729,6.8134958744,6.8180115223,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame82.jpg,0,,0.0809278488,0.0809853077,6.8944237232,6.89899683,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame83.jpg,0,,0.0946321487,0.094686985,6.989055872,6.993683815,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame84.jpg,0,,0.086360693,0.0864169598,7.0754165649,7.0801007748,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame85.jpg,0,,0.093873024,0.0939276218,7.1692895889,7.1740283966,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame86.jpg,0,,0.0884156227,0.0884752274,7.2577052116,7.262503624,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame87.jpg,0,,0.0965468884,0.0966119766,7.3542521,7.3591156006,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame88.jpg,0,,0.0835177898,0.0835726261,7.4377698898,7.4426882267,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame89.jpg,0,,0.1031110287,0.1031804085,7.5408809185,7.5458686352,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame90.jpg,0,,0.1304755211,0.1305565834,7.6713564396,7.6764252186,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame91.jpg,0,,0.1214010715,0.1214559078,7.7927575111,7.7978811264,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame92.jpg,0,,0.09796381,0.0980169773,7.8907213211,7.8958981037,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame93.jpg,0,,0.0814712048,0.0815298557,7.9721925259,7.9774279594,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame94.jpg,0,,0.0858933926,0.0859510899,8.0580859184,8.0633790493,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame95.jpg,0,,0.0858433247,0.0858995914,8.1439292431,8.1492786407,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame96.jpg,0,,0.0855522156,0.085609436,8.2294814587,8.2348880768,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame97.jpg,0,,0.0973088741,0.0973773003,8.3267903328,8.332265377,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame98.jpg,0,,0.0803387165,0.0803911686,8.4071290493,8.4126565456,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame99.jpg,0,,0.0852124691,0.0852692127,8.4923415184,8.4979257584,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame100.jpg,0,,0.0834903717,0.0835466385,8.5758318901,8.5814723969,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame101.jpg,0,,0.0849885941,0.085041523,8.6608204842,8.6665139198,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame102.jpg,0,,0.0981235504,0.0981993675,8.7589440346,8.7647132874,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame103.jpg,0,,0.084523201,0.0845766068,8.8434672356,8.8492898941,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame104.jpg,0,,0.0861244202,0.0861809254,8.9295916557,8.9354708195,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame105.jpg,0,,0.0890438557,0.0891020298,9.0186355114,9.0245728493,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame106.jpg,0,,0.0828721523,0.0829298496,9.1015076637,9.1075026989,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame107.jpg,0,,0.0855412483,0.0856096745,9.187048912,9.1931123734,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame108.jpg,0,,0.1008241177,0.1008810997,9.2878730297,9.2939934731,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame109.jpg,0,,0.0852711201,0.0853235722,9.3731441498,9.3793170452,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame110.jpg,0,,0.0854308605,0.0854825974,9.4585750103,9.4647996426,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame111.jpg,0,,0.0720796585,0.0721273422,9.5306546688,9.5369269848,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame112.jpg,0,,0.0687942505,0.06884408,9.5994489193,9.6057710648,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame113.jpg,0,,0.0688011646,0.0688500404,9.6682500839,9.6746211052,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame114.jpg,0,,0.0717520714,0.0717992783,9.7400021553,9.7464203835,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame115.jpg,0,,0.0766313076,0.0766806602,9.8166334629,9.8231010437,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame116.jpg,0,,0.0834777355,0.0835461617,9.9001111984,9.9066472054,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame117.jpg,0,,0.1020610332,0.1021182537,10.0021722317,10.0087654591,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame118.jpg,0,,0.1102404594,0.1103081703,10.1124126911,10.1190736294,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame119.jpg,0,,0.1128513813,0.1129026413,10.2252640724,10.2319762707,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame120.jpg,0,,0.11465168,0.11470294,10.3399157524,10.3466792107,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame121.jpg,0,,0.1100027561,0.1100666523,10.4499185085,10.456745863,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame122.jpg,0,,0.108438015,0.108489275,10.5583565235,10.5652351379,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame123.jpg,0,,0.1078612804,0.1079115868,10.666217804,10.6731467247,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame124.jpg,0,,0.1102676392,0.1103315353,10.7764854431,10.78347826,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame125.jpg,0,,0.1099927425,0.1100578308,10.8864781857,10.8935360909,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame126.jpg,0,,0.1088256836,0.1088798046,10.9953038692,11.0024158955,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame127.jpg,0,,0.0750761032,0.0751287937,11.0703799725,11.0775446892,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame128.jpg,0,,0.0953378677,0.0954053402,11.1657178402,11.1729500294,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame129.jpg,0,,0.0769205093,0.0769748688,11.2426383495,11.2499248981,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame130.jpg,0,,0.0754966736,0.0755450726,11.3181350231,11.3254699707,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame131.jpg,0,,0.0761630535,0.0762143135,11.3942980766,11.4016842842,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame132.jpg,0,,0.0822389126,0.0822892189,11.4765369892,11.4839735031,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame133.jpg,0,,0.0807344913,0.0807905197,11.5572714806,11.5647640228,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame134.jpg,0,,0.076051712,0.0761225224,11.6333231926,11.6408865452,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame135.jpg,0,,0.078722477,0.0787732601,11.7120456696,11.7196598053,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame136.jpg,0,,0.077808857,0.0778591633,11.7898545265,11.7975189686,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame137.jpg,0,,0.0763103962,0.0763628483,11.8661649227,11.8738818169,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame138.jpg,0,,0.0783805847,0.0784311295,11.9445455074,11.9523129463,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame139.jpg,0,,0.0809109211,0.0809628963,12.0254564285,12.0332758427,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame140.jpg,0,,0.078253746,0.0783107281,12.1037101746,12.1115865707,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame141.jpg,0,,0.0848193169,0.0848701,12.1885294914,12.1964566708,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame142.jpg,0,,0.0761039257,0.076155901,12.2646334171,12.2726125717,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame143.jpg,0,,0.0788767338,0.0789268017,12.3435101509,12.3515393734,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame144.jpg,0,,0.0918643475,0.0919165611,12.4353744984,12.4434559345,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame145.jpg,0,,0.088091135,0.0881433487,12.5234656334,12.5315992832,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame146.jpg,0,,0.0796313286,0.0796861649,12.603096962,12.6112854481,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame147.jpg,0,,0.0797624588,0.0798158646,12.6828594208,12.6911013126,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame148.jpg,0,,0.0818214417,0.0818741322,12.7646808624,12.7729754448,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
frame149.jpg,0,,0.0777153969,0.0777826309,12.8423962593,12.8507580757,10.1031243312,4.1957730621,0,0,0,0.0664697194,0.7836041359,0,180,0,2122,2302,,,,,,
