#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,precison,recall
frame18.jpg,2,"name:rect,x: 645 ,y: 316,width: 70, height: 182",0.0629196167,0.0633063316,1.3518409729,1.7015829086,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame18.jpg,2,"name:rect,x: 133 ,y: -34,width: 496, height: 594",0.0629196167,0.0634424686,1.3518409729,1.7650253773,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame19.jpg,2,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.0687401295,0.0690565109,1.4205811024,1.8340818882,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame19.jpg,2,"name:rect,x: 136 ,y: -28,width: 493, height: 590",0.0687401295,0.0691719055,1.4205811024,1.9032537937,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame20.jpg,2,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.0639615059,0.0643622875,1.4845426083,1.9676160812,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame20.jpg,2,"name:rect,x: 134 ,y: -39,width: 494, height: 598",0.0639615059,0.0645246506,1.4845426083,2.0321407318,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame21.jpg,2,"name:rect,x: 629 ,y: 305,width: 81, height: 189",0.0770483017,0.0773682594,1.56159091,2.1095089912,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame21.jpg,2,"name:rect,x: 135 ,y: -32,width: 494, height: 592",0.0770483017,0.0774924755,1.56159091,2.1870014668,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame22.jpg,2,"name:rect,x: 623 ,y: 303,width: 86, height: 188",0.0663504601,0.0667054653,1.62794137,2.2537069321,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame22.jpg,2,"name:rect,x: 134 ,y: -42,width: 494, height: 600",0.0663504601,0.0668315887,1.62794137,2.3205385208,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame23.jpg,2,"name:rect,x: 615 ,y: 300,width: 92, height: 192",0.0734870434,0.0738792419,1.7014284134,2.3944177628,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame23.jpg,2,"name:rect,x: 137 ,y: -35,width: 492, height: 595",0.0734870434,0.0740139484,1.7014284134,2.4684317112,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame24.jpg,2,"name:rect,x: 612 ,y: 300,width: 94, height: 185",0.0892162323,0.0895674229,1.7906446457,2.5579991341,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame24.jpg,2,"name:rect,x: 139 ,y: -28,width: 490, height: 590",0.0892162323,0.0896918774,1.7906446457,2.6476910114,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame25.jpg,2,"name:rect,x: 600 ,y: 297,width: 99, height: 187",0.0809457302,0.0813059807,1.8715903759,2.7289969921,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame25.jpg,2,"name:rect,x: 137 ,y: -17,width: 494, height: 579",0.0809457302,0.0814330578,1.8715903759,2.8104300499,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame26.jpg,2,"name:rect,x: 598 ,y: 281,width: 89, height: 200",0.0658888817,0.0662879944,1.9374792576,2.8767180443,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame26.jpg,2,"name:rect,x: 140 ,y: -15,width: 490, height: 580",0.0658888817,0.0664196014,1.9374792576,2.9431376457,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame27.jpg,2,"name:rect,x: 601 ,y: 278,width: 78, height: 198",0.0779089928,0.0782723427,2.0153882504,3.0214099884,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame27.jpg,2,"name:rect,x: 138 ,y: -21,width: 492, height: 583",0.0779089928,0.078404665,2.0153882504,3.0998146534,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame28.jpg,2,"name:rect,x: 601 ,y: 278,width: 75, height: 190",0.0636718273,0.0640523434,2.0790600777,3.1638669968,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame28.jpg,2,"name:rect,x: 135 ,y: -34,width: 494, height: 593",0.0636718273,0.0641801357,2.0790600777,3.2280471325,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame29.jpg,2,"name:rect,x: 597 ,y: 275,width: 76, height: 191",0.0718643665,0.0722579956,2.1509244442,3.3003051281,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame29.jpg,2,"name:rect,x: 137 ,y: -31,width: 492, height: 593",0.0718643665,0.0724086761,2.1509244442,3.3727138042,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame30.jpg,2,"name:rect,x: 597 ,y: 272,width: 73, height: 186",0.0674359798,0.0678503513,2.218360424,3.4405641556,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame30.jpg,2,"name:rect,x: 135 ,y: -30,width: 494, height: 589",0.0674359798,0.0679929256,2.218360424,3.5085570812,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame31.jpg,2,"name:rect,x: 595 ,y: 271,width: 74, height: 180",0.0731649399,0.0735518932,2.2915253639,3.5821089745,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame31.jpg,2,"name:rect,x: 135 ,y: -34,width: 493, height: 594",0.0731649399,0.0736854076,2.2915253639,3.6557943821,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame32.jpg,1,"name:rect,x: 593 ,y: 266,width: 73, height: 181",0.0632586479,0.0635371208,2.3547840118,3.7193315029,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame33.jpg,1,"name:rect,x: 590 ,y: 265,width: 68, height: 179",0.0718944073,0.072132349,2.4266784191,3.7914638519,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame34.jpg,1,"name:rect,x: 585 ,y: 266,width: 65, height: 175",0.0658140182,0.0660569668,2.4924924374,3.8575208187,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame35.jpg,1,"name:rect,x: 579 ,y: 272,width: 68, height: 171",0.0732245445,0.0734736919,2.5657169819,3.9309945107,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame36.jpg,2,"name:rect,x: 562 ,y: 267,width: 81, height: 172",0.0626897812,0.0630660057,2.6284067631,3.9940605164,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame36.jpg,2,"name:rect,x: 135 ,y: -21,width: 495, height: 584",0.0626897812,0.063195467,2.6284067631,4.0572559834,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame37.jpg,1,"name:rect,x: 555 ,y: 275,width: 86, height: 165",0.1034226418,0.1036739349,2.7318294048,4.1609299183,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame38.jpg,1,"name:rect,x: 552 ,y: 269,width: 86, height: 169",0.0662744045,0.0664942265,2.7981038094,4.2274241447,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame39.jpg,1,"name:rect,x: 552 ,y: 273,width: 82, height: 167",0.0718109608,0.0720741749,2.8699147701,4.2994983196,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame40.jpg,1,"name:rect,x: 554 ,y: 263,width: 78, height: 179",0.0637376308,0.0639793873,2.933652401,4.3634777069,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame41.jpg,1,"name:rect,x: 552 ,y: 261,width: 76, height: 180",0.0708112717,0.071075201,3.0044636726,4.4345529079,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame42.jpg,1,"name:rect,x: 550 ,y: 262,width: 73, height: 174",0.063586235,0.0638320446,3.0680499077,4.4983849525,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame43.jpg,1,"name:rect,x: 548 ,y: 253,width: 66, height: 171",0.0694782734,0.0697577,3.1375281811,4.5681426525,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame44.jpg,1,"name:rect,x: 544 ,y: 248,width: 65, height: 169",0.0648379326,0.0650706291,3.2023661137,4.6332132816,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame45.jpg,1,"name:rect,x: 538 ,y: 252,width: 68, height: 164",0.0710129738,0.0712897778,3.2733790874,4.7045030594,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame46.jpg,1,"name:rect,x: 530 ,y: 249,width: 75, height: 163",0.060697794,0.060939312,3.3340768814,4.7654423714,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame47.jpg,1,"name:rect,x: 523 ,y: 244,width: 77, height: 170",0.0708870888,0.0711138248,3.4049639702,4.8365561962,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame48.jpg,1,"name:rect,x: 518 ,y: 240,width: 78, height: 174",0.0631976128,0.0634582043,3.4681615829,4.9000144005,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame49.jpg,1,"name:rect,x: 516 ,y: 243,width: 77, height: 168",0.0734562874,0.0736913681,3.5416178703,4.9737057686,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame50.jpg,1,"name:rect,x: 514 ,y: 245,width: 76, height: 165",0.0630168915,0.0632550716,3.6046347618,5.0369608402,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame51.jpg,1,"name:rect,x: 512 ,y: 241,width: 72, height: 170",0.0705449581,0.0708189011,3.6751797199,5.1077797413,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame52.jpg,1,"name:rect,x: 507 ,y: 249,width: 74, height: 162",0.0642368793,0.0644819736,3.7394165993,5.1722617149,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame53.jpg,1,"name:rect,x: 504 ,y: 248,width: 70, height: 162",0.0683498383,0.0686321259,3.8077664375,5.2408938408,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame54.jpg,1,"name:rect,x: 501 ,y: 243,width: 68, height: 164",0.0649547577,0.0651781559,3.8727211952,5.3060719967,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame55.jpg,1,"name:rect,x: 498 ,y: 238,width: 66, height: 167",0.0697035789,0.0699410439,3.9424247742,5.3760130405,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame56.jpg,1,"name:rect,x: 497 ,y: 234,width: 66, height: 163",0.0607755184,0.0610289574,4.0032002926,5.4370419979,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame57.jpg,2,"name:rect,x: 494 ,y: 236,width: 69, height: 154",0.0713739395,0.0717401505,4.0745742321,5.5087821484,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame57.jpg,2,"name:rect,x: 133 ,y: -50,width: 495, height: 605",0.0713739395,0.0718743801,4.0745742321,5.5806565285,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame58.jpg,1,"name:rect,x: 497 ,y: 235,width: 55, height: 146",0.0659327507,0.0661811829,4.1405069828,5.6468377113,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame59.jpg,1,"name:rect,x: 495 ,y: 233,width: 52, height: 146",0.0745747089,0.0748364925,4.2150816917,5.7216742039,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame60.jpg,1,"name:rect,x: 491 ,y: 230,width: 51, height: 151",0.069331646,0.0696022511,4.2844133377,5.7912764549,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame61.jpg,1,"name:rect,x: 485 ,y: 226,width: 52, height: 155",0.07847929,0.0787639618,4.3628926277,5.8700404167,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame62.jpg,1,"name:rect,x: 478 ,y: 220,width: 54, height: 158",0.071236372,0.0714819431,4.4341289997,5.9415223598,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame63.jpg,1,"name:rect,x: 469 ,y: 224,width: 64, height: 154",0.0768651962,0.0771238804,4.5109941959,6.0186462402,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame64.jpg,1,"name:rect,x: 466 ,y: 225,width: 64, height: 150",0.070597887,0.070846796,4.581592083,6.0894930363,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame65.jpg,1,"name:rect,x: 464 ,y: 222,width: 65, height: 155",0.0856430531,0.0859024525,4.667235136,6.1753954887,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame66.jpg,1,"name:rect,x: 465 ,y: 221,width: 63, height: 153",0.0705544949,0.0708267689,4.7377896309,6.2462222576,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame67.jpg,3,"name:rect,x: 464 ,y: 216,width: 60, height: 154",0.0776863098,0.0782399178,4.8154759407,6.3244621754,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame67.jpg,3,"name:rect,x: 583 ,y: 409,width: 99, height: 162",0.0776863098,0.0783874989,4.8154759407,6.4028496742,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame67.jpg,3,"name:rect,x: 443 ,y: 450,width: 95, height: 122",0.0776863098,0.0784757137,4.8154759407,6.481325388,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame68.jpg,1,"name:rect,x: 463 ,y: 210,width: 56, height: 158",0.0706658363,0.0709238052,4.886141777,6.5522491932,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame69.jpg,1,"name:rect,x: 456 ,y: 207,width: 58, height: 158",0.0784649849,0.0787286758,4.9646067619,6.630977869,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame70.jpg,1,"name:rect,x: 452 ,y: 207,width: 57, height: 156",0.0708107948,0.0710844994,5.0354175568,6.7020623684,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame71.jpg,1,"name:rect,x: 448 ,y: 205,width: 55, height: 152",0.0845863819,0.0848507881,5.1200039387,6.7869131565,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame72.jpg,3,"name:rect,x: 447 ,y: 206,width: 51, height: 151",0.0793263912,0.0801353455,5.1993303299,6.867048502,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame72.jpg,3,"name:rect,x: 408 ,y: 428,width: 80, height: 145",0.0793263912,0.0803077221,5.1993303299,6.9473562241,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame72.jpg,3,"name:rect,x: 573 ,y: 393,width: 55, height: 171",0.0793263912,0.0803990364,5.1993303299,7.0277552605,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame73.jpg,3,"name:rect,x: 562 ,y: 396,width: 58, height: 169",0.0851693153,0.0857126713,5.2844996452,7.1134679317,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame73.jpg,3,"name:rect,x: 401 ,y: 421,width: 77, height: 153",0.0851693153,0.0858507156,5.2844996452,7.1993186474,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame73.jpg,3,"name:rect,x: 444 ,y: 204,width: 53, height: 154",0.0851693153,0.0859363079,5.2844996452,7.2852549553,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame74.jpg,3,"name:rect,x: 532 ,y: 394,width: 92, height: 177",0.0801417828,0.0807249546,5.364641428,7.3659799099,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame74.jpg,3,"name:rect,x: 383 ,y: 421,width: 92, height: 150",0.0801417828,0.0808756351,5.364641428,7.446855545,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame74.jpg,3,"name:rect,x: 445 ,y: 206,width: 51, height: 150",0.0801417828,0.0809781551,5.364641428,7.5278337002,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame75.jpg,3,"name:rect,x: 524 ,y: 389,width: 97, height: 180",0.0834569931,0.0843942165,5.4480984211,7.6122279167,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame75.jpg,3,"name:rect,x: 380 ,y: 419,width: 92, height: 152",0.0834569931,0.0845489502,5.4480984211,7.6967768669,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame75.jpg,3,"name:rect,x: 444 ,y: 204,width: 49, height: 150",0.0834569931,0.0846629143,5.4480984211,7.7814397812,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame76.jpg,3,"name:rect,x: 371 ,y: 417,width: 92, height: 148",0.0777902603,0.0783500671,5.5258886814,7.8597898483,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame76.jpg,3,"name:rect,x: 521 ,y: 391,width: 96, height: 175",0.0777902603,0.0784981251,5.5258886814,7.9382879734,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame76.jpg,3,"name:rect,x: 433 ,y: 203,width: 60, height: 144",0.0777902603,0.0785872936,5.5258886814,8.016875267,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame77.jpg,3,"name:rect,x: 364 ,y: 417,width: 97, height: 150",0.0902633667,0.0908825397,5.6161520481,8.1077578068,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame77.jpg,3,"name:rect,x: 520 ,y: 386,width: 91, height: 180",0.0902633667,0.0910315514,5.6161520481,8.1987893581,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame77.jpg,3,"name:rect,x: 431 ,y: 204,width: 59, height: 140",0.0902633667,0.091132164,5.6161520481,8.2899215221,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame78.jpg,2,"name:rect,x: 363 ,y: 416,width: 96, height: 148",0.0774538517,0.0778796673,5.6936058998,8.3678011894,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame78.jpg,2,"name:rect,x: 429 ,y: 205,width: 56, height: 154",0.0774538517,0.0780174732,5.6936058998,8.4458186626,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame79.jpg,2,"name:rect,x: 358 ,y: 410,width: 96, height: 157",0.0900073051,0.0904419422,5.783613205,8.5362606049,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame79.jpg,2,"name:rect,x: 424 ,y: 200,width: 55, height: 158",0.0900073051,0.0905957222,5.783613205,8.6268563271,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame80.jpg,2,"name:rect,x: 354 ,y: 407,width: 95, height: 166",0.0784420967,0.0788760185,5.8620553017,8.7057323456,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame80.jpg,2,"name:rect,x: 419 ,y: 190,width: 60, height: 146",0.0784420967,0.0790183544,5.8620553017,8.7847507,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame81.jpg,2,"name:rect,x: 422 ,y: 186,width: 54, height: 146",0.0852386951,0.0856485367,5.9472939968,8.8703992367,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame81.jpg,2,"name:rect,x: 353 ,y: 401,width: 77, height: 173",0.0852386951,0.0857825279,5.9472939968,8.9561817646,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame82.jpg,2,"name:rect,x: 418 ,y: 177,width: 55, height: 154",0.0768315792,0.077385664,6.024125576,9.0335674286,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame82.jpg,2,"name:rect,x: 346 ,y: 400,width: 76, height: 174",0.0768315792,0.0775694847,6.024125576,9.1111369133,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame83.jpg,2,"name:rect,x: 417 ,y: 176,width: 52, height: 147",0.0857729912,0.0861697197,6.1098985672,9.197306633,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame83.jpg,2,"name:rect,x: 336 ,y: 398,width: 82, height: 179",0.0857729912,0.0863084793,6.1098985672,9.2836151123,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame84.jpg,3,"name:rect,x: 332 ,y: 385,width: 77, height: 191",0.0784649849,0.0790114403,6.1883635521,9.3626265526,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame84.jpg,3,"name:rect,x: 416 ,y: 178,width: 52, height: 144",0.0784649849,0.0791544914,6.1883635521,9.441781044,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame84.jpg,3,"name:rect,x: 479 ,y: 379,width: 68, height: 185",0.0784649849,0.0792431831,6.1883635521,9.5210242271,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame85.jpg,2,"name:rect,x: 327 ,y: 376,width: 77, height: 200",0.0859086514,0.0863218307,6.2742722034,9.6073460579,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame85.jpg,2,"name:rect,x: 417 ,y: 177,width: 50, height: 143",0.0859086514,0.0864653587,6.2742722034,9.6938114166,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame86.jpg,3,"name:rect,x: 316 ,y: 375,width: 77, height: 198",0.076584816,0.077162981,6.3508570194,9.7709743977,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame86.jpg,3,"name:rect,x: 413 ,y: 177,width: 50, height: 145",0.076584816,0.077331543,6.3508570194,9.8483059406,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame86.jpg,3,"name:rect,x: 457 ,y: 377,width: 82, height: 173",0.076584816,0.0774347782,6.3508570194,9.9257407188,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
frame87.jpg,3,"name:rect,x: 311 ,y: 372,width: 84, height: 203",0.0866777897,0.0872769356,6.4375348091,10.0130176544,6.9062459767,27.7293714884,1.176,1.436,0.503,1176,503,1436,,
