#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,Confidence,Precision,Recall
frame12.jpg,0,,2.5360836983,2.5363221169,33.1110670567,33.1143820286,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame13.jpg,0,,2.5320515633,2.5322871208,35.6431186199,35.6466691494,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame14.jpg,0,,2.5200924873,2.5203220844,38.1632111073,38.1669912338,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame15.jpg,0,,2.5251927376,2.525431633,40.6884038448,40.6924228668,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame16.jpg,0,,2.5217609406,2.5220019817,43.2101647854,43.2144248486,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame17.jpg,0,,2.5314688683,2.5317032337,45.7416336536,45.7461280823,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame18.jpg,0,,2.5385985374,2.538834095,48.2802321911,48.2849621773,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame19.jpg,0,,2.5518977642,2.5521979332,50.8321299553,50.8371601105,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame20.jpg,0,,2.5506649017,2.5509059429,53.382794857,53.3880660534,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame21.jpg,0,,2.5581049919,2.5583403111,55.9408998489,55.9464063644,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame22.jpg,0,,2.5233418941,2.5235793591,58.4642417431,58.4699857235,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame23.jpg,0,,2.5241212845,2.5243601799,60.9883630276,60.9943459034,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame24.jpg,0,,2.5399405956,2.5401771069,63.5283036232,63.5345230103,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame25.jpg,0,,2.5194654465,2.5197031498,66.0477690697,66.05422616,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame26.jpg,0,,2.5449044704,2.5451424122,68.5926735401,68.5993685722,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame27.jpg,0,,2.5535626411,2.5537979603,71.1462361813,71.1531665325,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame28.jpg,0,,2.5489139557,2.5491523743,73.6951501369,73.7023189068,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame29.jpg,0,,2.5312809944,2.5315277576,76.2264311314,76.2338466644,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame30.jpg,0,,2.5375545025,2.5377857685,78.7639856339,78.7716324329,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame31.jpg,0,,2.5261557102,2.5264058113,81.2901413441,81.2980382442,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame32.jpg,0,,2.521794796,2.5220298767,83.8119361401,83.820068121,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame33.jpg,0,,2.5211877823,2.5214247704,86.3331239223,86.3414928913,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame34.jpg,0,,2.5212993622,2.5215482712,88.8544232845,88.8630411625,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame35.jpg,0,,2.520927906,2.5211625099,91.3753511906,91.3842036724,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame36.jpg,0,,2.5212056637,2.5214447975,93.8965568542,93.9056484699,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame37.jpg,0,,2.5329787731,2.5332159996,96.4295356274,96.4388644695,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame38.jpg,0,,2.5581371784,2.5583806038,98.9876728058,98.9972450733,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame39.jpg,0,,2.546790123,2.5470261574,101.5344629288,101.5442712307,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame40.jpg,0,,2.537532568,2.5377745628,104.0719954968,104.0820457935,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame41.jpg,0,,2.5374352932,2.537674427,106.6094307899,106.6197202206,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame42.jpg,0,,2.5238468647,2.5240867138,109.1332776546,109.1438069344,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame43.jpg,0,,2.5151343346,2.5153687,111.6484119892,111.6591756344,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame44.jpg,0,,2.5189478397,2.5192008018,114.1673598289,114.1783764362,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame45.jpg,0,,2.5191278458,2.5193617344,116.6864876747,116.6977381706,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame46.jpg,0,,2.516805172,2.5170121193,119.2032928467,119.2147502899,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame47.jpg,0,,2.5170137882,2.5172514915,121.7203066349,121.7320017815,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame48.jpg,0,,2.5177609921,2.5180048943,124.238067627,124.2500066757,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame49.jpg,0,,2.5168690681,2.5171041489,126.7549366951,126.7671108246,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame50.jpg,0,,2.5185112953,2.5187423229,129.2734479904,129.2858531475,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame51.jpg,0,,2.5161545277,2.5163898468,131.7896025181,131.8022429943,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame52.jpg,0,,2.5176858902,2.517926693,134.3072884083,134.3201696873,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame53.jpg,0,,2.51877141,2.5190057755,136.8260598183,136.8391754627,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame54.jpg,0,,2.5202088356,2.520414114,139.3462686539,139.3595895767,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame55.jpg,0,,2.5159020424,2.5161354542,141.8621706963,141.8757250309,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame56.jpg,0,,2.5192930698,2.5195291042,144.3814637661,144.3952541351,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame57.jpg,0,,2.516274929,2.5165083408,146.8977386951,146.911762476,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame58.jpg,0,,2.518478632,2.5187129974,149.4162173271,149.4304754734,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame59.jpg,0,,2.516700983,2.5169341564,151.9329183102,151.9474096298,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame60.jpg,0,,2.5196397305,2.5198717117,154.4525580406,154.4672813416,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame61.jpg,0,,2.5169298649,2.517165184,156.9694879055,156.9844465256,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame62.jpg,0,,2.5191788673,2.5194103718,159.4886667728,159.5038568974,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame63.jpg,0,,2.5161685944,2.5164039135,162.0048353672,162.0202608109,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame64.jpg,0,,2.5182688236,2.5185060501,164.5231041908,164.538766861,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame65.jpg,0,,2.5161187649,2.5163607597,167.0392229557,167.0551276207,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame66.jpg,0,,2.5182812214,2.5185198784,169.5575041771,169.5736474991,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame67.jpg,0,,2.5142543316,2.5144937038,172.0717585087,172.0881412029,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame68.jpg,0,,2.5169072151,2.5171415806,174.5886657238,174.6052827835,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame69.jpg,0,,2.5138354301,2.5140721798,177.1025011539,177.1193549633,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame70.jpg,0,,2.5164391994,2.5167064667,179.6189403534,179.63606143,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame71.jpg,0,,2.5187113285,2.5189468861,182.1376516819,182.155008316,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame72.jpg,0,,2.5157880783,2.5160186291,184.6534397602,184.6710269451,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame73.jpg,0,,2.5170595646,2.5172929764,187.1704993248,187.1883199215,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame74.jpg,0,,2.5175065994,2.5177459717,189.6880059242,189.7060658932,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame75.jpg,0,,2.5162580013,2.5164940357,192.2042639256,192.2225599289,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame76.jpg,0,,2.5215129852,2.5217475891,194.7257769108,194.744307518,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame77.jpg,0,,2.5426812172,2.5429110527,197.268458128,197.2872185707,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame78.jpg,0,,2.5411951542,2.5414249897,199.8096532822,199.8286435604,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame79.jpg,0,,2.5322637558,2.5324993134,202.341917038,202.3611428738,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame80.jpg,0,,2.5379574299,2.5381917953,204.8798744679,204.8993346691,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame81.jpg,0,,2.5138311386,2.5140702724,207.3937056065,207.4134049416,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame82.jpg,0,,2.5145082474,2.5147550106,209.9082138538,209.9281599522,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame83.jpg,0,,2.5544421673,2.5546774864,212.4626560211,212.4828374386,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame84.jpg,0,,2.5367510319,2.5369830132,214.999407053,215.0198204517,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame85.jpg,0,,2.517346859,2.517578125,217.516753912,217.5373985767,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame86.jpg,0,,2.526371479,2.5265994072,220.043125391,220.0639979839,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame87.jpg,0,,2.5168948174,2.5171346664,222.5600202084,222.5811326504,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame88.jpg,0,,2.5208287239,2.5210638046,225.0808489323,225.102196455,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame89.jpg,0,,2.516046524,2.5162811279,227.5968954563,227.6184775829,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame90.jpg,0,,2.5169672966,2.5172064304,230.1138627529,230.1356840134,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame91.jpg,0,,2.5127189159,2.5129590034,232.6265816689,232.6486430168,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame92.jpg,0,,2.5151281357,2.5153837204,235.1417098045,235.1640267372,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame93.jpg,0,,2.5159585476,2.5161950588,237.6576683521,237.680221796,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame94.jpg,0,,2.5143506527,2.514585495,240.1720190048,240.194807291,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame95.jpg,0,,2.5165157318,2.5167555809,242.6885347366,242.7115628719,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame96.jpg,0,,2.5193269253,2.5195603371,245.2078616619,245.231123209,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame97.jpg,0,,2.5147073269,2.5149431229,247.7225689888,247.7460663319,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame98.jpg,0,,2.51831007,2.5185470581,250.2408790588,250.26461339,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame99.jpg,0,,2.5217542648,2.5219886303,252.7626333237,252.7866020203,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame100.jpg,0,,2.5133709908,2.5136108398,255.2760043144,255.3002128601,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame101.jpg,0,,2.5201175213,2.5203621387,257.7961218357,257.8205749989,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame102.jpg,0,,2.5182197094,2.5184586048,260.3143415451,260.3390336037,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame103.jpg,0,,2.5935220718,2.5937566757,262.9078636169,262.9327902794,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame104.jpg,0,,2.5195755959,2.5198094845,265.4274392128,265.4525997639,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame105.jpg,0,,2.5196220875,2.5198559761,267.9470613003,267.97245574,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame106.jpg,0,,2.5961213112,2.5963273048,270.5431826115,270.5687830448,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame107.jpg,0,,2.5197265148,2.5199613571,273.0629091263,273.0887444019,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame108.jpg,0,,2.5189306736,2.5191664696,275.5818397999,275.6079108715,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame109.jpg,0,,2.5146811008,2.5149128437,278.0965209007,278.1228237152,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame110.jpg,0,,2.5168280602,2.5170602798,280.6133489609,280.6398839951,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame111.jpg,0,,2.5217375755,2.5219721794,283.1350865364,283.1618561745,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame112.jpg,0,,2.5198171139,2.5200548172,285.6549036503,285.6819109917,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame113.jpg,0,,2.5137777328,2.5140144825,288.1686813831,288.1959254742,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame114.jpg,0,,2.5159111023,2.5161437988,290.6845924854,290.712069273,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame115.jpg,0,,2.5181655884,2.518399477,293.2027580738,293.23046875,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame116.jpg,0,,2.5145924091,2.5148303509,295.7173504829,295.7452991009,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame117.jpg,0,,2.515194416,2.5154314041,298.232544899,298.260730505,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame118.jpg,0,,2.5152432919,2.5154793262,300.7477881908,300.7762098312,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame119.jpg,0,,2.5174641609,2.5176978111,303.2652523518,303.2939076424,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame120.jpg,0,,2.5233266354,2.5235891342,305.7885789871,305.8174967766,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame121.jpg,0,,2.5144946575,2.5147278309,308.3030736446,308.3322246075,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame122.jpg,0,,2.5162599087,2.5165133476,310.8193335533,310.8487379551,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame123.jpg,0,,2.5170516968,2.5172865391,313.3363852501,313.3660244942,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame124.jpg,0,,2.5165462494,2.5167777538,315.8529314995,315.882802248,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame125.jpg,0,,2.5154159069,2.5156569481,318.3683474064,318.3984591961,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame126.jpg,0,,2.5150549412,2.5152888298,320.8834023476,320.9137480259,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame127.jpg,0,,2.5136406422,2.5138757229,323.3970429897,323.4276237488,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame128.jpg,0,,2.5178511143,2.5180866718,325.914894104,325.9457104206,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame129.jpg,0,,2.5172317028,2.5174663067,328.4321258068,328.4631767273,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame130.jpg,0,,2.5162296295,2.5164597034,330.9483554363,330.9796364307,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame131.jpg,0,,2.5259509087,2.5262730122,333.474306345,333.5059094429,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame132.jpg,0,,2.5162286758,2.5164644718,335.9905350208,336.0223739147,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame133.jpg,0,,2.5149013996,2.5151383877,338.5054364204,338.5375123024,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame134.jpg,0,,2.5188794136,2.5191118717,341.024315834,341.0566241741,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame135.jpg,0,,2.5184597969,2.5186932087,343.542775631,343.5753173828,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame136.jpg,0,,2.5151839256,2.5154263973,346.0579595566,346.0907437801,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame137.jpg,0,,2.5155351162,2.5157690048,348.5734946728,348.606512785,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame138.jpg,0,,2.5162186623,2.5164504051,351.089713335,351.1229631901,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame139.jpg,0,,2.5187983513,2.5190329552,353.6085116863,353.6419961452,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame140.jpg,0,,2.5155344009,2.5157673359,356.1240460873,356.1577634811,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame141.jpg,0,,2.5171523094,2.5173854828,358.6411983967,358.6751489639,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame142.jpg,0,,2.52307868,2.52333951,361.1642770767,361.1984884739,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame143.jpg,0,,2.5167942047,2.5170257092,363.6810712814,363.715514183,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame144.jpg,0,,2.5154149532,2.5156531334,366.1964862347,366.2311673164,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame145.jpg,0,,2.5228188038,2.5230534077,368.7193050385,368.7542207241,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame146.jpg,0,,2.5207257271,2.5209305286,371.2400307655,371.2751512527,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
frame147.jpg,0,,2.5186312199,2.5188684464,373.7586619854,373.7940196991,0.400268956,7.479588052,0,0,0,0.1277695716,0.7223042836,0.0022156573,346,6,1956,2308,,,,
