#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Precision (%),Mean Precision (%),Histogram Limits,HistogramDetection_time_spent_on_frame (seconds),Histogram Total_time_spent_on_frame (seconds)
frame0.jpg,0,,0.8156096935,0.8158631325,0.8156096935,0.8158631325,1.1090200439,100,81.103509426,0.7,0,0
frame16.jpg,0,,0.717936039,0.7182044983,12.5202744007,12.5246477127,1.1090200439,100,81.103509426,0.78,3,3
frame17.jpg,0,,0.7184550762,0.7187256813,13.2387294769,13.243373394,1.1090200439,100,81.103509426,0.785,4,4
frame18.jpg,0,,0.7322883606,0.7325413227,13.9710178375,13.9759147167,1.1090200439,100,81.103509426,0.79,4,4
frame19.jpg,0,,0.721855402,0.7221255302,14.6928732395,14.698040247,1.1090200439,100,81.103509426,0.795,4,4
frame20.jpg,0,,0.7195146084,0.7197794914,15.4123878479,15.4178197384,1.1090200439,100,81.103509426,0.8,5,4
frame21.jpg,0,,0.7376377583,0.737906456,16.1500256062,16.1557261944,1.1090200439,100,81.103509426,0.805,6,6
frame22.jpg,0,,0.7861812115,0.7864296436,16.9362068176,16.942155838,1.1090200439,100,81.103509426,0.81,10,8
frame23.jpg,0,,0.7299010754,0.7301185131,17.666107893,17.6722743511,1.1090200439,100,81.103509426,0.815,5,8
frame24.jpg,0,,0.7637205124,0.763985157,18.4298284054,18.4362595081,1.1090200439,100,81.103509426,0.82,6,6
frame25.jpg,0,,0.7456684113,0.7459175587,19.1754968166,19.1821770668,1.1090200439,100,81.103509426,0.825,7,6
frame26.jpg,0,,0.7216057777,0.7218391895,19.8971025944,19.9040162563,1.1090200439,100,81.103509426,0.83,11,12
frame27.jpg,0,,0.7632980347,0.7635471821,20.660400629,20.6675634384,1.1090200439,100,81.103509426,0.835,17,16
frame28.jpg,0,,0.7472608089,0.7475628853,21.407661438,21.4151263237,1.1090200439,100,81.103509426,0.84,9,8
frame29.jpg,0,,0.7130815983,0.7133505344,22.1207430363,22.1284768581,1.1090200439,100,81.103509426,0.845,16,17
frame30.jpg,0,,0.7321567535,0.7324094772,22.8528997898,22.8608863354,1.1090200439,100,81.103509426,0.85,12,13
frame31.jpg,0,,0.7215530872,0.7218060493,23.574452877,23.5826923847,1.1090200439,100,81.103509426,0.855,15,15
frame32.jpg,0,,0.726057291,0.7263278961,24.3005101681,24.3090202808,1.1090200439,100,81.103509426,0.86,10,9
frame33.jpg,0,,0.7214503288,0.721701622,25.0219604969,25.0307219028,1.1090200439,100,81.103509426,0.865,15,15
frame34.jpg,0,,0.7438867092,0.7441530228,25.7658472061,25.7748749256,1.1090200439,100,81.103509426,0.87,17,14
frame35.jpg,0,,0.719949007,0.7202010155,26.4857962132,26.4950759411,1.1090200439,100,81.103509426,0.875,31,23
frame36.jpg,0,,0.716244936,0.7164950371,27.2020411491,27.2115709782,1.1090200439,100,81.103509426,0.88,43,35
frame37.jpg,0,,0.7156536579,0.715903759,27.9176948071,27.9274747372,1.1090200439,100,81.103509426,0.885,48,51
frame38.jpg,0,,0.7236151695,0.7238605022,28.6413099766,28.6513352394,1.1090200439,100,81.103509426,0.89,61,51
frame39.jpg,0,,0.7187314034,0.7189619541,29.3600413799,29.3702971935,1.1090200439,100,81.103509426,0.895,71,74
frame40.jpg,0,,0.7201566696,0.7204055786,30.0801980495,30.0907027721,1.1090200439,100,81.103509426,0.9,112,86
frame41.jpg,0,,0.7185506821,0.7187981606,30.7987487316,30.8095009327,1.1090200439,100,81.103509426,0.905,117,127
frame42.jpg,0,,0.7187235355,0.7189762592,31.5174722672,31.5284771919,1.1090200439,100,81.103509426,0.91,122,116
frame43.jpg,0,,0.7330584526,0.733319521,32.2505307198,32.2617967129,1.1090200439,100,81.103509426,0.915,127,118
frame44.jpg,0,,0.7167322636,0.716984272,32.9672629833,32.9787809849,1.1090200439,100,81.103509426,0.92,119,131
frame45.jpg,0,,0.7148633003,0.7151145935,33.6821262836,33.6938955784,1.1090200439,100,81.103509426,0.925,148,121
frame46.jpg,0,,0.7141461372,0.7144110203,34.3962724209,34.4083065987,1.1090200439,100,81.103509426,0.93,107,125
frame47.jpg,0,,0.7532324791,0.7535033226,35.1495049,35.1618099213,1.1090200439,100,81.103509426,0.935,103,115
frame48.jpg,0,,0.722256422,0.7225255966,35.871761322,35.8843355179,1.1090200439,100,81.103509426,0.94,113,114
frame49.jpg,0,,0.7410855293,0.7413346767,36.6128468513,36.6256701946,1.1090200439,100,81.103509426,0.945,77,89
frame50.jpg,0,,0.716354847,0.7166261673,37.3292016983,37.3422963619,1.1090200439,100,81.103509426,0.95,67,67
frame51.jpg,0,,0.7405235767,0.7407681942,38.069725275,38.0830645561,1.1090200439,100,81.103509426,0.955,72,73
frame52.jpg,0,,0.8067579269,0.8070027828,38.876483202,38.8900673389,1.1090200439,100,81.103509426,0.96,50,52
frame53.jpg,0,,0.7313361168,0.7315812111,39.6078193188,39.62164855,1.1090200439,100,81.103509426,0.965,22,36
frame54.jpg,0,,0.7132210732,0.713465929,40.3210403919,40.3351144791,1.1090200439,100,81.103509426,0.97,22,27
frame55.jpg,0,,0.725685358,0.7260584831,41.04672575,41.0611729622,1.1090200439,100,81.103509426,0.975,17,18
frame56.jpg,0,,0.7125000954,0.7127482891,41.7592258453,41.7739212513,1.1090200439,100,81.103509426,0.98,13,13
frame57.jpg,0,,0.7471933365,0.7474374771,42.5064191818,42.5213587284,1.1090200439,100,81.103509426,0.985,2,6
frame58.jpg,0,,0.7184391022,0.7186918259,43.224858284,43.2400505543,1.1090200439,100,81.103509426,0.99,6,4
frame59.jpg,0,,0.7195162773,0.7197844982,43.9443745613,43.9598350525,1.1090200439,100,81.103509426,0.995,3,5
frame60.jpg,0,,0.7183289528,0.7187225819,44.6627035141,44.6785576344,1.1090200439,100,81.103509426,1,5,5
frame61.jpg,0,,0.7232501507,0.723505497,45.3859536648,45.4020631313,1.1090200439,100,81.103509426,1.005,4,0
frame62.jpg,0,,0.7183003426,0.7185604572,46.1042540073,46.1206235886,1.1090200439,100,81.103509426,1.01,4,8
frame63.jpg,0,,0.7191576958,0.7194063663,46.8234117031,46.8400299549,1.1090200439,100,81.103509426,1.015,3,2
frame64.jpg,0,,0.7122280598,0.7124803066,47.5356397629,47.5525102615,1.1090200439,100,81.103509426,1.02,2,3
frame65.jpg,0,,0.7200331688,0.7203042507,48.2556729317,48.2728145123,1.1090200439,100,81.103509426,1.025,0,0
frame66.jpg,0,,0.7131011486,0.7134754658,48.9687740803,48.986289978,1.1090200439,100,81.103509426,1.03,1,0
frame67.jpg,0,,0.7158238888,0.7160773277,49.6845979691,49.7023673058,1.1090200439,100,81.103509426,1.035,0,1
frame68.jpg,0,,0.7140541077,0.7143242359,50.3986520767,50.4166915417,1.1090200439,100,81.103509426,1.04,0,0
frame69.jpg,0,,0.7214815617,0.721732378,51.1201336384,51.1384239197,1.1090200439,100,81.103509426,1.045,0,0
frame70.jpg,0,,0.7128009796,0.7130382061,51.832934618,51.8514621258,1.1090200439,100,81.103509426,>1.05,1,1
frame71.jpg,0,,0.7169787884,0.7172474861,52.5499134064,52.5687096119,1.1090200439,100,81.103509426,,,
frame72.jpg,0,,0.7245037556,0.7247822285,53.2744171619,53.2934918404,1.1090200439,100,81.103509426,,,
frame73.jpg,0,,0.7144770622,0.7147269249,53.9888942242,54.0082187653,1.1090200439,100,81.103509426,,,
frame74.jpg,0,,0.7345867157,0.7348048687,54.7234809399,54.743023634,1.1090200439,100,81.103509426,,,
frame75.jpg,0,,0.715736866,0.715985775,55.4392178059,55.459009409,1.1090200439,100,81.103509426,,,
frame76.jpg,0,,0.7171788216,0.717448473,56.1563966274,56.1764578819,1.1090200439,100,81.103509426,,,
frame77.jpg,0,,0.7159144878,0.7161619663,56.8723111153,56.8926198483,1.1090200439,100,81.103509426,,,
frame78.jpg,0,,0.712625742,0.7128920555,57.5849368572,57.6055119038,1.1090200439,100,81.103509426,,,
frame79.jpg,0,,0.7137777805,0.714045763,58.2987146378,58.3195576668,1.1090200439,100,81.103509426,,,
frame80.jpg,0,,0.7190515995,0.7193171978,59.0177662373,59.0388748646,1.1090200439,100,81.103509426,,,
frame81.jpg,0,,0.732026577,0.7323050499,59.7497928143,59.7711799145,1.1090200439,100,81.103509426,,,
frame82.jpg,0,,0.722563982,0.7228145599,60.4723567963,60.4939944744,1.1090200439,100,81.103509426,,,
frame83.jpg,0,,0.7126772404,0.7129149437,61.1850340366,61.2069094181,1.1090200439,100,81.103509426,,,
frame84.jpg,0,,0.7258279324,0.7260942459,61.910861969,61.933003664,1.1090200439,100,81.103509426,,,
frame85.jpg,0,,0.723886013,0.724118948,62.634747982,62.657122612,1.1090200439,100,81.103509426,,,
frame86.jpg,0,,0.7163088322,0.7165558338,63.3510568142,63.3736784458,1.1090200439,100,81.103509426,,,
frame87.jpg,0,,0.7142291069,0.7145004272,64.0652859211,64.0881788731,1.1090200439,100,81.103509426,,,
frame88.jpg,0,,0.7193880081,0.7196512222,64.7846739292,64.8078300953,1.1090200439,100,81.103509426,,,
frame89.jpg,0,,0.7206988335,0.7209615707,65.5053727627,65.528791666,1.1090200439,100,81.103509426,,,
frame90.jpg,0,,0.7212629318,0.721514225,66.2266356945,66.250305891,1.1090200439,100,81.103509426,,,
frame91.jpg,0,,0.7149302959,0.7151970863,66.9415659904,66.9655029774,1.1090200439,100,81.103509426,,,
frame92.jpg,0,,0.7219104767,0.7221591473,67.6634764671,67.6876621246,1.1090200439,100,81.103509426,,,
frame93.jpg,0,,0.7139582634,0.7142269611,68.3774347305,68.4018890858,1.1090200439,100,81.103509426,,,
frame94.jpg,0,,0.7201366425,0.7203896046,69.097571373,69.1222786903,1.1090200439,100,81.103509426,,,
frame95.jpg,0,,0.7142658234,0.7145178318,69.8118371964,69.8367965221,1.1090200439,100,81.103509426,,,
frame96.jpg,0,,0.7180624008,0.7183153629,70.5298995972,70.5551118851,1.1090200439,100,81.103509426,,,
frame97.jpg,0,,0.7525477409,0.752800703,71.2824473381,71.3079125881,1.1090200439,100,81.103509426,,,
frame98.jpg,0,,0.7643966675,0.7647163868,72.0468440056,72.0726289749,1.1090200439,100,81.103509426,,,
frame99.jpg,0,,0.7217128277,0.7220118046,72.7685568333,72.7946407795,1.1090200439,100,81.103509426,,,
frame100.jpg,0,,0.721257925,0.7215247154,73.4898147583,73.5161654949,1.1090200439,100,81.103509426,,,
frame101.jpg,0,,0.7261548042,0.7264206409,74.2159695625,74.2425861359,1.1090200439,100,81.103509426,,,
frame102.jpg,0,,0.7181756496,0.7184259892,74.9341452122,74.961012125,1.1090200439,100,81.103509426,,,
frame103.jpg,0,,0.7624869347,0.7627635002,75.6966321468,75.7237756252,1.1090200439,100,81.103509426,,,
frame104.jpg,0,,0.7217721939,0.7220289707,76.4184043407,76.4458045959,1.1090200439,100,81.103509426,,,
frame105.jpg,0,,0.7210714817,0.721331358,77.1394758224,77.1671359539,1.1090200439,100,81.103509426,,,
frame106.jpg,0,,0.7166779041,0.7169876099,77.8561537266,77.8841235638,1.1090200439,100,81.103509426,,,
frame107.jpg,0,,0.7211463451,0.7213881016,78.5773000717,78.6055116653,1.1090200439,100,81.103509426,,,
frame108.jpg,0,,0.7569854259,0.7572536469,79.3342854977,79.3627653122,1.1090200439,100,81.103509426,,,
frame109.jpg,0,,0.7590699196,0.7593152523,80.0933554173,80.1220805645,1.1090200439,100,81.103509426,,,
frame110.jpg,0,,0.7219552994,0.7222058773,80.8153107166,80.8442864418,1.1090200439,100,81.103509426,,,
frame111.jpg,0,,0.7315301895,0.7318344116,81.5468409061,81.5761208534,1.1090200439,100,81.103509426,,,
frame112.jpg,0,,0.7194707394,0.7197358608,82.2663116455,82.2958567142,1.1090200439,100,81.103509426,,,
frame113.jpg,0,,0.717171669,0.717425108,82.9834833145,83.0132818222,1.1090200439,100,81.103509426,,,
frame114.jpg,0,,0.7121741772,0.7124974728,83.6956574917,83.725779295,1.1090200439,100,81.103509426,,,
frame115.jpg,0,,0.7231929302,0.7235660553,84.4188504219,84.4493453503,1.1090200439,100,81.103509426,,,
frame116.jpg,0,,0.7164874077,0.7167589664,85.1353378296,85.1661043167,1.1090200439,100,81.103509426,,,
frame117.jpg,0,,0.721288681,0.72153759,85.8566265106,85.8876419067,1.1090200439,100,81.103509426,,,
frame118.jpg,0,,0.7116162777,0.711887598,86.5682427883,86.5995295048,1.1090200439,100,81.103509426,,,
frame119.jpg,0,,0.7162156105,0.7164645195,87.2844583988,87.3159940243,1.1090200439,100,81.103509426,,,
frame120.jpg,0,,0.7153680325,0.7156383991,87.9998264313,88.0316324234,1.1090200439,100,81.103509426,,,
frame121.jpg,0,,0.7268214226,0.7270879745,88.7266478539,88.7587203979,1.1090200439,100,81.103509426,,,
frame122.jpg,0,,0.7121298313,0.7123804092,89.4387776852,89.4711008072,1.1090200439,100,81.103509426,,,
frame123.jpg,0,,0.7164487839,0.7167181969,90.155226469,90.1878190041,1.1090200439,100,81.103509426,,,
frame124.jpg,0,,0.7340705395,0.734341383,90.8892970085,90.922160387,1.1090200439,100,81.103509426,,,
frame125.jpg,0,,0.7293288708,0.7295806408,91.6186258793,91.6517410278,1.1090200439,100,81.103509426,,,
frame126.jpg,0,,0.7413649559,0.741774559,92.3599908352,92.3935155869,1.1090200439,100,81.103509426,,,
frame127.jpg,0,,0.7329242229,0.7331867218,93.0929150581,93.1267023087,1.1090200439,100,81.103509426,,,
frame128.jpg,0,,0.7140717506,0.7143228054,93.8069868088,93.8410251141,1.1090200439,100,81.103509426,,,
frame129.jpg,0,,0.7336704731,0.7339372635,94.5406572819,94.5749623775,1.1090200439,100,81.103509426,,,
frame130.jpg,0,,0.716127634,0.7164030075,95.2567849159,95.2913653851,1.1090200439,100,81.103509426,,,
frame131.jpg,0,,0.7183918953,0.7186601162,95.9751768112,96.0100255013,1.1090200439,100,81.103509426,,,
frame132.jpg,0,,0.7158048153,0.7160742283,96.6909816265,96.7260997295,1.1090200439,100,81.103509426,,,
frame133.jpg,0,,0.7188615799,0.7191009521,97.4098432064,97.4452006817,1.1090200439,100,81.103509426,,,
frame134.jpg,0,,0.7528185844,0.7530684471,98.1626617908,98.1982691288,1.1090200439,100,81.103509426,,,
frame135.jpg,0,,0.7277195454,0.7279632092,98.8903813362,98.926232338,1.1090200439,100,81.103509426,,,
frame136.jpg,0,,0.7128007412,0.7130460739,99.6031820774,99.6392784119,1.1090200439,100,81.103509426,,,
frame137.jpg,0,,0.7975282669,0.7977809906,100.4007103443,100.4370594025,1.1090200439,100,81.103509426,,,
frame138.jpg,0,,0.720927,0.7212703228,101.1216373444,101.1583297253,1.1090200439,100,81.103509426,,,
frame139.jpg,0,,0.7266869545,0.726957798,101.8483242989,101.8852875233,1.1090200439,100,81.103509426,,,
frame140.jpg,0,,0.713865757,0.7141127586,102.5621900558,102.5994002819,1.1090200439,100,81.103509426,,,
frame141.jpg,0,,0.7196605206,0.7199048996,103.2818505764,103.3193051815,1.1090200439,100,81.103509426,,,
frame142.jpg,0,,0.7217483521,0.7219855785,104.0035989285,104.04129076,1.1090200439,100,81.103509426,,,
frame143.jpg,0,,0.7435657978,0.7438416481,104.7471647263,104.7851324081,1.1090200439,100,81.103509426,,,
frame144.jpg,0,,0.7130763531,0.7133336067,105.4602410793,105.4984660149,1.1090200439,100,81.103509426,,,
frame145.jpg,0,,0.7168309689,0.7170627117,106.1770720482,106.2155287266,1.1090200439,100,81.103509426,,,
frame146.jpg,0,,0.7181825638,0.7184152603,106.895254612,106.9339439869,1.1090200439,100,81.103509426,,,
frame147.jpg,0,,0.7182848454,0.7185313702,107.6135394573,107.6524753571,1.1090200439,100,81.103509426,,,
frame148.jpg,0,,0.7200269699,0.7202718258,108.3335664272,108.3727471828,1.1090200439,100,81.103509426,,,
frame149.jpg,0,,0.7137389183,0.7139837742,109.0473053455,109.086730957,1.1090200439,100,81.103509426,,,
frame150.jpg,0,,0.7249939442,0.7252526283,109.7722992897,109.8119835854,1.1090200439,100,81.103509426,,,
frame151.jpg,0,,0.7217297554,0.7219827175,110.4940290451,110.5339663029,1.1090200439,100,81.103509426,,,
frame152.jpg,0,,0.7207300663,0.7210876942,111.2147591114,111.255053997,1.1090200439,100,81.103509426,,,
frame153.jpg,0,,0.7225592136,0.7228147984,111.937318325,111.9778687954,1.1090200439,100,81.103509426,,,
frame154.jpg,0,,0.723129034,0.7234470844,112.6604473591,112.7013158798,1.1090200439,100,81.103509426,,,
frame155.jpg,0,,0.7131836414,0.7134292126,113.3736310005,113.4147450924,1.1090200439,100,81.103509426,,,
frame156.jpg,0,,0.716981411,0.717228651,114.0906124115,114.1319737434,1.1090200439,100,81.103509426,,,
frame157.jpg,0,,0.7158355713,0.7161026001,114.8064479828,114.8480763435,1.1090200439,100,81.103509426,,,
frame158.jpg,0,,0.7244577408,0.724796772,115.5309057236,115.5728731155,1.1090200439,100,81.103509426,,,
frame159.jpg,0,,0.7311608791,0.7314112186,116.2620666027,116.3042843342,1.1090200439,100,81.103509426,,,
frame160.jpg,0,,0.7183842659,0.7186262608,116.9804508686,117.0229105949,1.1090200439,100,81.103509426,,,
frame161.jpg,0,,0.7230572701,0.7233269215,117.7035081387,117.7462375164,1.1090200439,100,81.103509426,,,
frame162.jpg,0,,0.7335848808,0.733853817,118.4370930195,118.4800913334,1.1090200439,100,81.103509426,,,
frame163.jpg,0,,0.7300162315,0.7302641869,119.167109251,119.2103555202,1.1090200439,100,81.103509426,,,
frame164.jpg,0,,0.7261557579,0.7264118195,119.8932650089,119.9367673397,1.1090200439,100,81.103509426,,,
frame165.jpg,0,,0.7316155434,0.7318890095,120.6248805523,120.6686563492,1.1090200439,100,81.103509426,,,
frame166.jpg,0,,0.7372765541,0.7375273705,121.3621571064,121.4061837196,1.1090200439,100,81.103509426,,,
frame167.jpg,0,,0.7485449314,0.7488238811,122.1107020378,122.1550076008,1.1090200439,100,81.103509426,,,
frame168.jpg,0,,0.7490048409,0.7492542267,122.8597068787,122.9042618275,1.1090200439,100,81.103509426,,,
frame169.jpg,0,,0.7455401421,0.7457869053,123.6052470207,123.6500487328,1.1090200439,100,81.103509426,,,
frame170.jpg,0,,0.7410480976,0.741300106,124.3462951183,124.3913488388,1.1090200439,100,81.103509426,,,
frame171.jpg,0,,0.7466673851,0.7469244003,125.0929625034,125.1382732391,1.1090200439,100,81.103509426,,,
frame172.jpg,0,,0.7503221035,0.7505795956,125.8432846069,125.8888528347,1.1090200439,100,81.103509426,,,
frame173.jpg,0,,0.7485125065,0.7487831116,126.5917971134,126.6376359463,1.1090200439,100,81.103509426,,,
frame174.jpg,0,,0.7657604218,0.766002655,127.3575575352,127.4036386013,1.1090200439,100,81.103509426,,,
frame175.jpg,0,,0.7637929916,0.7640473843,128.1213505268,128.1676859856,1.1090200439,100,81.103509426,,,
frame176.jpg,0,,0.7608852386,0.7611570358,128.8822357655,128.9288430214,1.1090200439,100,81.103509426,,,
frame177.jpg,0,,0.780608654,0.7808794975,129.6628444195,129.7097225189,1.1090200439,100,81.103509426,,,
frame178.jpg,0,,0.7567317486,0.7569878101,130.4195761681,130.4667103291,1.1090200439,100,81.103509426,,,
frame179.jpg,0,,0.7607223988,0.7609944344,131.1802985668,131.2277047634,1.1090200439,100,81.103509426,,,
frame180.jpg,0,,0.7689564228,0.7692112923,131.9492549896,131.9969160557,1.1090200439,100,81.103509426,,,
frame181.jpg,0,,0.7620706558,0.7623305321,132.7113256454,132.7592465878,1.1090200439,100,81.103509426,,,
frame182.jpg,0,,0.7636761665,0.7639324665,133.475001812,133.5231790543,1.1090200439,100,81.103509426,,,
frame183.jpg,0,,0.7556524277,0.7558922768,134.2306542397,134.279071331,1.1090200439,100,81.103509426,,,
frame184.jpg,0,,0.763258934,0.7635324001,134.9939131737,135.0426037312,1.1090200439,100,81.103509426,,,
frame185.jpg,0,,0.7686569691,0.7689313889,135.7625701427,135.81153512,1.1090200439,100,81.103509426,,,
frame186.jpg,0,,0.7675876617,0.7678675652,136.5301578045,136.5794026852,1.1090200439,100,81.103509426,,,
frame187.jpg,0,,0.7649421692,0.7651698589,137.2950999737,137.3445725441,1.1090200439,100,81.103509426,,,
frame188.jpg,0,,0.7813572884,0.7815799713,138.076457262,138.1261525154,1.1090200439,100,81.103509426,,,
frame189.jpg,0,,0.7646152973,0.7648615837,138.8410725594,138.8910140991,1.1090200439,100,81.103509426,,,
frame190.jpg,0,,0.7802577019,0.7805440426,139.6213302612,139.6715581417,1.1090200439,100,81.103509426,,,
frame191.jpg,0,,0.7901525497,0.7904276848,140.411482811,140.4619858265,1.1090200439,100,81.103509426,,,
frame192.jpg,0,,0.7684600353,0.7687280178,141.1799428463,141.2307138443,1.1090200439,100,81.103509426,,,
frame193.jpg,0,,0.7668156624,0.7670691013,141.9467585087,141.9977829456,1.1090200439,100,81.103509426,,,
frame194.jpg,0,,0.8098287582,0.8100686073,142.7565872669,142.807851553,1.1090200439,100,81.103509426,,,
frame195.jpg,0,,0.7767090797,0.7770347595,143.5332963467,143.5848863125,1.1090200439,100,81.103509426,,,
frame196.jpg,0,,0.7652676105,0.7655265331,144.2985639572,144.3504128456,1.1090200439,100,81.103509426,,,
frame197.jpg,0,,0.7727088928,0.7729341984,145.07127285,145.123347044,1.1090200439,100,81.103509426,,,
frame198.jpg,0,,0.7769761086,0.7772262096,145.8482489586,145.9005732536,1.1090200439,100,81.103509426,,,
frame199.jpg,0,,0.788040638,0.7882990837,146.6362895966,146.6888723373,1.1090200439,100,81.103509426,,,
frame200.jpg,0,,0.787432909,0.7877159119,147.4237225056,147.4765882492,1.1090200439,100,81.103509426,,,
frame201.jpg,0,,0.7889409065,0.7892189026,148.2126634121,148.2658071518,1.1090200439,100,81.103509426,,,
frame202.jpg,0,,0.7814340591,0.7816884518,148.9940974712,149.0474956036,1.1090200439,100,81.103509426,,,
frame203.jpg,0,,0.7936251163,0.7939002514,149.7877225876,149.841395855,1.1090200439,100,81.103509426,,,
frame204.jpg,0,,0.7718784809,0.7721202374,150.5596010685,150.6135160923,1.1090200439,100,81.103509426,,,
frame205.jpg,0,,0.7795114517,0.7797503471,151.3391125202,151.3932664394,1.1090200439,100,81.103509426,,,
frame206.jpg,0,,0.7711589336,0.7714164257,152.1102714539,152.1646828651,1.1090200439,100,81.103509426,,,
frame207.jpg,0,,0.7672810555,0.7675054073,152.8775525093,152.9321882725,1.1090200439,100,81.103509426,,,
frame208.jpg,0,,0.7999923229,0.8002338409,153.6775448322,153.7324221134,1.1090200439,100,81.103509426,,,
frame209.jpg,0,,0.8049378395,0.8051822186,154.4824826717,154.537604332,1.1090200439,100,81.103509426,,,
frame210.jpg,0,,0.8074276447,0.8077058792,155.2899103165,155.3453102112,1.1090200439,100,81.103509426,,,
frame211.jpg,0,,0.8096942902,0.8099515438,156.0996046066,156.155261755,1.1090200439,100,81.103509426,,,
frame212.jpg,0,,0.7913818359,0.7916252613,156.8909864426,156.9468870163,1.1090200439,100,81.103509426,,,
frame213.jpg,0,,0.8017225266,0.8019783497,157.6927089691,157.748865366,1.1090200439,100,81.103509426,,,
frame214.jpg,0,,0.7994196415,0.7996854782,158.4921286106,158.5485508442,1.1090200439,100,81.103509426,,,
frame215.jpg,0,,0.8066387177,0.8069047928,159.2987673283,159.355455637,1.1090200439,100,81.103509426,,,
frame216.jpg,0,,0.8280029297,0.8282873631,160.126770258,160.183743,1.1090200439,100,81.103509426,,,
frame217.jpg,0,,0.7994987965,0.7997398376,160.9262690544,160.9834828377,1.1090200439,100,81.103509426,,,
frame218.jpg,0,,0.8005084991,0.8007545471,161.7267775536,161.7842373848,1.1090200439,100,81.103509426,,,
frame219.jpg,0,,0.8097908497,0.8100352287,162.5365684032,162.5942726135,1.1090200439,100,81.103509426,,,
frame220.jpg,0,,0.8068761826,0.8071537018,163.3434445858,163.4014263153,1.1090200439,100,81.103509426,,,
frame221.jpg,0,,0.8276455402,0.8279359341,164.171090126,164.2293622494,1.1090200439,100,81.103509426,,,
frame222.jpg,0,,0.806397438,0.8066680431,164.9774875641,165.0360302925,1.1090200439,100,81.103509426,,,
frame223.jpg,0,,0.8182280064,0.8185136318,165.7957155705,165.8545439243,1.1090200439,100,81.103509426,,,
frame224.jpg,0,,0.8007304668,0.8010110855,166.5964460373,166.6555550098,1.1090200439,100,81.103509426,,,
frame225.jpg,0,,0.8034017086,0.8036601543,167.3998477459,167.4592151642,1.1090200439,100,81.103509426,,,
frame226.jpg,0,,0.8310110569,0.8312525749,168.2308588028,168.2904677391,1.1090200439,100,81.103509426,,,
frame227.jpg,0,,0.8247578144,0.8251092434,169.0556166172,169.1155769825,1.1090200439,100,81.103509426,,,
frame228.jpg,0,,0.8627738953,0.8630959988,169.9183905125,169.9786729813,1.1090200439,100,81.103509426,,,
frame229.jpg,0,,0.8258798122,0.8261590004,170.7442703247,170.8048319817,1.1090200439,100,81.103509426,,,
frame230.jpg,0,,0.7992568016,0.7995285988,171.5435271263,171.6043605804,1.1090200439,100,81.103509426,,,
frame231.jpg,0,,0.8056852818,0.8059449196,172.3492124081,172.4103055,1.1090200439,100,81.103509426,,,
frame232.jpg,0,,0.8109509945,0.8112127781,173.1601634026,173.2215182781,1.1090200439,100,81.103509426,,,
frame233.jpg,0,,0.8107225895,0.8110086918,173.9708859921,174.0325269699,1.1090200439,100,81.103509426,,,
