#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,Confidance ,Precision,Recall
frame12.jpg,0,,2.5262989998,2.5265536308,32.9145648479,32.9177877903,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame13.jpg,0,,2.5277593136,2.5280056,35.4423241615,35.4457933903,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame14.jpg,0,,2.5278425217,2.5280864239,37.9701666832,37.9738798141,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame15.jpg,0,,2.5229589939,2.5232043266,40.4931256771,40.4970841408,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame16.jpg,0,,2.5276095867,2.5278549194,43.0207352638,43.0249390602,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame17.jpg,0,,2.528200388,2.5284435749,45.5489356518,45.5533826351,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame18.jpg,0,,2.5263490677,2.5266029835,48.0752847195,48.0799856186,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame19.jpg,0,,2.5247802734,2.5250072479,50.6000649929,50.6049928665,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame20.jpg,0,,2.5278282166,2.5280766487,53.1278932095,53.1330695152,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame21.jpg,0,,2.5270597935,2.5273025036,55.6549530029,55.6603720188,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame22.jpg,0,,2.5240540504,2.5242974758,58.1790070534,58.1846694946,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame23.jpg,0,,2.526787281,2.5270330906,60.7057943344,60.7117025852,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame24.jpg,0,,2.5263395309,2.5265853405,63.2321338654,63.2382879257,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame25.jpg,0,,2.5245609283,2.5248036385,65.7566947937,65.7630915642,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame26.jpg,0,,2.5279171467,2.5281670094,68.2846119404,68.2912585735,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame27.jpg,0,,2.5262441635,2.5264909267,70.8108561039,70.8177495003,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame28.jpg,0,,2.5259168148,2.5261585712,73.3367729187,73.3439080715,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame29.jpg,0,,2.5280222893,2.5282714367,75.864795208,75.8721795082,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame30.jpg,0,,2.5263366699,2.5265676975,78.3911318779,78.3987472057,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame31.jpg,0,,2.5262539387,2.5264980793,80.9173858166,80.925245285,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame32.jpg,0,,2.5272197723,2.527466774,83.4446055889,83.452712059,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame33.jpg,0,,2.5242898464,2.5245354176,85.9688954353,85.9772474766,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame34.jpg,0,,2.5256259441,2.5258760452,88.4945213795,88.5031235218,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame35.jpg,0,,2.5287599564,2.5290095806,91.0232813358,91.0321331024,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame36.jpg,0,,2.5260975361,2.5263473988,93.5493788719,93.5584805012,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame37.jpg,0,,2.5241305828,2.5243797302,96.0735094547,96.0828602314,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame38.jpg,0,,2.5303285122,2.5305769444,98.6038379669,98.6134371758,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame39.jpg,0,,2.5270884037,2.5273542404,101.1309263706,101.1407914162,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame40.jpg,0,,2.5267307758,2.5269758701,103.6576571465,103.6677672863,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame41.jpg,0,,2.5250489712,2.5252935886,106.1827061176,106.1930608749,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame42.jpg,0,,2.5255384445,2.5257892609,108.7082445621,108.7188501358,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame43.jpg,0,,2.524273634,2.5245213509,111.2325181961,111.2433714867,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame44.jpg,0,,2.5261824131,2.5264267921,113.7587006092,113.7697982788,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame45.jpg,0,,2.5241827965,2.5244247913,116.2828834057,116.2942230701,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame46.jpg,0,,2.5245218277,2.5247650146,118.8074052334,118.8189880848,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame47.jpg,0,,2.5252029896,2.525447607,121.332608223,121.3444356918,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame48.jpg,0,,2.525349617,2.5255696774,123.85795784,123.8700053692,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame49.jpg,0,,2.5232701302,2.5235221386,126.3812279701,126.3935275078,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame50.jpg,0,,2.5269367695,2.5271916389,128.9081647396,128.9207191467,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame51.jpg,0,,2.5221669674,2.522418499,131.430331707,131.4431376457,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame52.jpg,0,,2.5277292728,2.5279760361,133.9580609798,133.9711136818,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame53.jpg,0,,2.5251262188,2.5254220963,136.4831871986,136.496535778,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame54.jpg,0,,2.5259866714,2.5262339115,139.0091738701,139.0227696896,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame55.jpg,0,,2.5242478848,2.5244939327,141.5334217548,141.5472636223,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame56.jpg,0,,2.5262672901,2.5265169144,144.059689045,144.0737805367,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame57.jpg,0,,2.5250475407,2.5253059864,146.5847365856,146.5990865231,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame58.jpg,0,,2.5269808769,2.5272350311,149.1117174625,149.1263215542,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame59.jpg,0,,2.5237612724,2.5240051746,151.635478735,151.6503267288,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame60.jpg,0,,2.5280327797,2.528263092,154.1635115147,154.1785898209,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame61.jpg,0,,2.5251367092,2.5253779888,156.6886482239,156.7039678097,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame62.jpg,0,,2.5242257118,2.5244722366,159.2128739357,159.2284400463,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame63.jpg,0,,2.5241954327,2.5244426727,161.7370693684,161.752882719,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame64.jpg,0,,2.5275716782,2.5278172493,164.2646410465,164.2806999683,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame65.jpg,0,,2.5243692398,2.5246119499,166.7890102863,166.8053119183,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame66.jpg,0,,2.5246059895,2.5248539448,169.3136162758,169.330165863,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame67.jpg,0,,2.5238099098,2.5240597725,171.8374261856,171.8542256355,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame68.jpg,0,,2.5236933231,2.5239365101,174.3611195087,174.3781621456,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame69.jpg,0,,2.5236423016,2.5238924026,176.8847618103,176.9020545483,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame70.jpg,0,,2.5263586044,2.5266032219,179.4111204147,179.4286577702,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame71.jpg,0,,2.5243816376,2.5246305466,181.9355020523,181.9532883167,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame72.jpg,0,,2.5242421627,2.5244891644,184.459744215,184.4777774811,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame73.jpg,0,,2.5252203941,2.5254690647,186.9849646091,187.0032465458,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame74.jpg,0,,2.5214958191,2.5217421055,189.5064604282,189.5249886513,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame75.jpg,0,,2.5223405361,2.5225839615,192.0288009644,192.0475726128,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame76.jpg,0,,2.5256173611,2.5259788036,194.5544183254,194.5735514164,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame77.jpg,0,,2.5228476524,2.5230967999,197.0772659779,197.0966482162,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame78.jpg,0,,2.5230994225,2.5233492851,199.6003654003,199.6199975014,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame79.jpg,0,,2.5270171165,2.5272631645,202.1273825169,202.1472606659,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame80.jpg,0,,2.5238418579,2.5240879059,204.6512243748,204.6713485718,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame81.jpg,0,,2.5228168964,2.5230641365,207.1740412712,207.1944127083,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame82.jpg,0,,2.5224294662,2.5226738453,209.6964707375,209.7170865536,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame83.jpg,0,,2.5248391628,2.5250856876,212.2213099003,212.2421722412,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame84.jpg,0,,2.524107933,2.5243556499,214.7454178333,214.7665278912,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame85.jpg,0,,2.5218200684,2.52206707,217.2672379017,217.2885949612,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame86.jpg,0,,2.5225811005,2.5228261948,219.7898190022,219.8114211559,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame87.jpg,0,,2.5247318745,2.5249788761,222.3145508766,222.336400032,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame88.jpg,0,,2.5216314793,2.5218756199,224.8361823559,224.8582756519,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame89.jpg,0,,2.5225951672,2.5228385925,227.358777523,227.3811142445,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame90.jpg,0,,2.5263388157,2.5265820026,229.8851163387,229.9076962471,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame91.jpg,0,,2.5236637592,2.5239088535,232.408780098,232.4316051006,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame92.jpg,0,,2.5235514641,2.5237972736,234.932331562,234.9554023743,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame93.jpg,0,,2.523712635,2.5239584446,237.4560441971,237.4793608189,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame94.jpg,0,,2.5253081322,2.5255568027,239.9813523293,240.0049176216,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame95.jpg,0,,2.527285099,2.5275335312,242.5086374283,242.5324511528,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame96.jpg,0,,2.5278065205,2.5280525684,245.0364439487,245.0605037212,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame97.jpg,0,,2.5255038738,2.5257482529,247.5619478226,247.5862519741,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame98.jpg,0,,2.5252912045,2.5256495476,250.087239027,250.1119015217,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame99.jpg,0,,2.5283355713,2.528583765,252.6155745983,252.6404852867,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame100.jpg,0,,2.524459362,2.52470994,255.1400339603,255.1651952267,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame101.jpg,0,,2.5247914791,2.5250458717,257.6648254395,257.6902410984,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame102.jpg,0,,2.5281434059,2.5283780098,260.1929688454,260.2186191082,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame103.jpg,0,,2.5233340263,2.5236997604,262.7163028717,262.7423188686,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame104.jpg,0,,2.5221383572,2.5223844051,265.2384412289,265.2647032738,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame105.jpg,0,,2.5268030167,2.5270483494,267.7652442455,267.7917516232,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame106.jpg,0,,2.5226492882,2.5228934288,270.2878935337,270.314645052,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame107.jpg,0,,2.5233175755,2.5235645771,272.8112111092,272.8382096291,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame108.jpg,0,,2.5282931328,2.5285446644,275.3395042419,275.3667542934,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame109.jpg,0,,2.5260117054,2.5262582302,277.8655159473,277.8930125237,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame110.jpg,0,,2.5235619545,2.5238068104,280.3890779018,280.416819334,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame111.jpg,0,,2.5304162502,2.5306656361,282.9194941521,282.9474849701,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame112.jpg,0,,2.523358345,2.5236051083,285.4428524971,285.4710900784,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame113.jpg,0,,2.5254566669,2.5257034302,287.968309164,287.9967935085,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame114.jpg,0,,2.5289404392,2.5291852951,290.4972496033,290.5259788036,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame115.jpg,0,,2.5242283344,2.5244820118,293.0214779377,293.0504608154,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame116.jpg,0,,2.5258200169,2.5260396004,295.5472979546,295.5765004158,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame117.jpg,0,,2.5293576717,2.5296077728,298.0766556263,298.1061081886,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame118.jpg,0,,2.525636673,2.5258765221,300.6022922993,300.6319847107,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame119.jpg,0,,2.5261313915,2.5263502598,303.1284236908,303.1583349705,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame120.jpg,0,,2.5250017643,2.5252487659,305.6534254551,305.6835837364,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame121.jpg,0,,2.5260453224,2.5262892246,308.1794707775,308.209872961,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame122.jpg,0,,2.5248174667,2.5250666142,310.7042882442,310.7349395752,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame123.jpg,0,,2.5271451473,2.5273938179,313.2314333916,313.2623333931,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame124.jpg,0,,2.5248429775,2.5250873566,315.7562763691,315.7874207497,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame125.jpg,0,,2.5249218941,2.5251700878,318.2811982632,318.3125908375,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame126.jpg,0,,2.6011016369,2.6013476849,320.8822999001,320.9139385223,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame127.jpg,0,,2.5234251022,2.5236701965,323.4057250023,323.4376087189,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame128.jpg,0,,2.5249073505,2.5251538754,325.9306323528,325.9627625942,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame129.jpg,0,,2.5255134106,2.5257570744,328.4561457634,328.4885196686,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame130.jpg,0,,2.527132988,2.5273768902,330.9832787514,331.0158965588,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame131.jpg,0,,2.5235536098,2.5237998962,333.5068323612,333.539696455,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame132.jpg,0,,2.5252451897,2.5254898071,336.0320775509,336.0651862621,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame133.jpg,0,,2.5258364677,2.526081562,338.5579140186,338.5912678242,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame134.jpg,0,,2.5257461071,2.5259954929,341.0836601257,341.1172633171,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame135.jpg,0,,2.5266816616,2.5269241333,343.6103417873,343.6441874504,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame136.jpg,0,,2.5237724781,2.5240213871,346.1341142654,346.1682088375,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame137.jpg,0,,2.5306098461,2.5308578014,348.6647241116,348.6990666389,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame138.jpg,0,,2.5260539055,2.5262980461,351.190778017,351.2253646851,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame139.jpg,0,,2.5234310627,2.5236785412,353.7142090797,353.7490432262,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame140.jpg,0,,2.5285434723,2.5287594795,356.242752552,356.2778027058,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame141.jpg,0,,2.5266771317,2.5269203186,358.7694296837,358.8047230244,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame142.jpg,0,,2.5247170925,2.5249633789,361.2941467762,361.3296864033,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame143.jpg,0,,2.5270080566,2.5272519588,363.8211548328,363.8569383621,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame144.jpg,0,,2.5292341709,2.5294811726,366.3503890038,366.3864195347,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
frame145.jpg,0,,2.5254251957,2.5256743431,368.8758141994,368.9120938778,0.3968506257,8.1715313139,0,0,0,0.1458641064,0.7042097489,0.020310192,395,55,1907,2357,,,,
